#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name               accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----     -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   1  33   0.00024       1.4    9.6   4.6    10   102   197   307   193   316 0.73 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   2  33      0.15     9e+02    0.6   0.0    24    61   334   369   317   401 0.70 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   3  33     0.054   3.2e+02    2.0   0.1    24    70   458   512   436   549 0.68 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   4  33    0.0027        16    6.2   0.6    23    66   580   627   564   653 0.69 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   5  33     0.097   5.8e+02    1.2   0.2    16    62   831   884   820   938 0.62 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   6  33     0.039   2.4e+02    2.5   0.2    22    47   960   987   925  1007 0.64 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   7  33     0.013        77    4.0   1.6    24   107  1090  1193  1065  1193 0.60 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   8  33    0.0057        34    5.2   0.9    24   107  1338  1443  1297  1444 0.61 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7   9  33      0.16   9.3e+02    0.6   0.2    27    73  1465  1510  1460  1560 0.64 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  10  33       1.3   7.8e+03   -2.4   0.0     1    46  1567  1606  1567  1628 0.60 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  11  33    0.0017        10    6.9   0.5     6    96  1797  1922  1792  1932 0.65 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  12  33      0.37   2.2e+03   -0.7   0.0    24    44  1953  1973  1938  1999 0.72 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  13  33    0.0067        40    5.0   0.3    10    98  2074  2178  2069  2188 0.67 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  14  33       0.4   2.4e+03   -0.8   0.1     1    47  2192  2236  2192  2301 0.70 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  15  33       1.3   7.5e+03   -2.3   0.0    23    62  2455  2492  2439  2548 0.68 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  16  33     0.016        93    3.8   0.0    17    96  2578  2679  2562  2688 0.63 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  17  33      0.34     2e+03   -0.5   0.3    23    61  2715  2755  2699  2786 0.54 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  18  33    0.0026        16    6.3   0.1    23    68  2837  2881  2810  2887 0.73 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  19  33   0.00092       5.5    7.7   0.7    24    71  3086  3132  3058  3177 0.71 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  20  33       2.8   1.7e+04   -3.4   0.0    25    44  3209  3228  3206  3246 0.75 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  21  33    0.0043        26    5.6   0.1    23    96  3345  3435  3335  3448 0.65 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  22  33      0.13     8e+02    0.8   0.2    24    58  3468  3512  3459  3572 0.65 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  23  33      0.44   2.6e+03   -0.9   0.1    23    93  3592  3680  3576  3693 0.60 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  24  33   0.00027       1.6    9.5   2.2    17    94  3705  3810  3686  3818 0.65 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  25  33     0.078   4.7e+02    1.5   0.3    23    67  3981  4028  3961  4041 0.64 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  26  33     0.046   2.8e+02    2.3   0.1    22    45  4104  4127  4072  4151 0.67 Bacterial Ig-like domain
Big_5                PF13205.6    108 Avas.s016.g412.i1_0:5000 -           5000     0.016   15.9 157.7  27  33     0.038   2.3e+02    2.5   0.9    22    83  4231  4300  4211  4325 0.59 Bacterial Ig-like domain
