Avas.s022.g3.i1	paralog_cluster_00004	NA	retrotransposable element Tf2 155 kDa protein type 1-like	0.0054	47	Opisthokonta	NA	NA	NA	NA	NA	NA	------	89						no IPS match	no IPS match	no IPS match	2.48551210390828	1.97962452342193	3.29911158681266	0.600047761747425	0.548474405177605	0.881823194254271
Avas.s022.g4.i1	paralog_cluster_00050	CLCN7	voltage-gated chloride channel activity	1.4E-24	119.8	Bilateria	NA	10	F:GO:0022839; C:GO:0005770; C:GO:0016020; P:GO:0009268; F:GO:0015108; C:GO:0005764; C:GO:0005654; P:GO:1902476; F:GO:0005247; P:GO:0050975	P:sensory perception of touch; P:response to pH; C:membrane; F:ion gated channel activity; F:voltage-gated chloride channel activity; F:chloride transmembrane transporter activity; P:chloride transmembrane transport; C:late endosome; C:lysosome; C:nucleoplasm	K05016	NA	------	189						no IPS match	no IPS match	no IPS match	4.53930896948386	-0.126566727654258	1.35598950451259	-0.093339017177536	0.925634236139471	0.986606606777923
Avas.s022.g5.i1	paralog_cluster_00004	NA	K02A2.6-like	4.7E-06	57.8	Rhabditida	NA	NA	NA	NA	NA	NA	------	138						IPR041588 (PFAM)	no GO terms	no GO terms	2.4887356989466	1.98918404282996	2.58892047373732	0.768344977379087	0.442282260110064	0.825987148335557
Avas.s022.g6.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	48						no IPS match	no IPS match	no IPS match	1.38664097418223	0.890674976024819	2.1155961857742	0.421004245523763	0.673751981705767	NA
Avas.s022.g10.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	47						no IPS match	no IPS match	no IPS match	1.20328380062477	0.62207967325195	2.22563172610045	0.279507011854968	0.779855757687647	NA
Avas.s022.g15.i1	NA	NA	phospholipase A1 activity	1.1E-53	217.2	Eukaryota	NA	NA	NA	NA	NA	NA	------	320						no IPS match	no IPS match	no IPS match	NA	NA	NA	NA	NA	NA
Avas.s022.g16.i1	homolog_cluster_20792	NA	phospholipase A1 activity	3.7E-61	241.9	Eukaryota	NA	NA	NA	NA	NA	NA	LIP1_CAEEL | Lipase ZK262.3 OS=Caenorhabditis elegans OX=6239 GN=ZK262.3 PE=1 SV=1	290	4.1E-07	P:GO:0006629; P:GO:0016042; F:GO:0004806; F:GO:0016787; C:GO:0005576	P:lipid metabolic process; P:lipid catabolic process; F:triglyceride lipase activity; F:hydrolase activity; C:extracellular region			IPR002921 (PFAM)	P:GO:0006629	P:lipid metabolic process	NA	NA	NA	NA	NA	NA
Avas.s022.g17.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	45						no IPS match	no IPS match	no IPS match	7.22353989892029	-1.06119220991144	1.0791131758652	-0.983392876340898	0.325414114965752	0.741205596257005
Avas.s022.g20.i1	homolog_cluster_14221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	358						no IPS match	no IPS match	no IPS match	18.8126329008688	-0.932366248726513	0.63750279362146	-1.46252888309716	0.14359633543308	0.528194202282311
Avas.s022.g26.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	88						no IPS match	no IPS match	no IPS match	NA	NA	NA	NA	NA	NA
Avas.s022.g33.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	124						no IPS match	no IPS match	no IPS match	NA	NA	NA	NA	NA	NA
Avas.s022.g35.i1	paralog_cluster_00044	NA	NHL repeat containing protein	4.8E-14	85.9	Bacillus	NA	NA	NA	NA	NA	NA	------	408						IPR001258 (PROSITE_PROFILES); IPR001258 (PROSITE_PROFILES); IPR001258 (PROSITE_PROFILES)	F:GO:0005515	F:protein binding	9.66324878765953	-0.645827630245874	0.942439080383301	-0.685272548314961	0.493171951205423	0.854235125450097
Avas.s022.g36.i1	paralog_cluster_00050	NA	Endonuclease-reverse transcriptase	8.2E-20	103.6	Metazoa	NA	NA	NA	NA	NA	NA	------	150						IPR005135 (PFAM)	F:GO:0003824	F:catalytic activity	4.96882082821845	-0.375756442493233	0.924823399048002	-0.406300751992251	0.684521632929455	0.935879781494372
Avas.s022.g39.i1	homolog_cluster_14223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	215						no IPS match	no IPS match	no IPS match	271.011192663169	2.05349575492317	0.587475255130216	3.4954591482632	0.000473246890422	0.00911864577246
Avas.s022.g41.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	102						no IPS match	no IPS match	no IPS match	25.4805777581023	-0.066832961993448	0.4842794964505	-0.138004938229467	0.890236514751666	0.980088451860434
Avas.s022.g43.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	121						no IPS match	no IPS match	no IPS match	0.75527825919687	-2.92639043977605	3.77185945013786	-0.775848219813465	0.437838608945421	NA
Avas.s022.g45.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	19						no IPS match	no IPS match	no IPS match	0.351893581835896	0.202025393139171	4.0804728567969	0.049510289672104	0.960512637285001	NA
Avas.s022.g47.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	44						no IPS match	no IPS match	no IPS match	15.553047608882	0.125929310604896	0.612756552556063	0.205512793097996	0.837171503966796	0.972859798046209
